psp_transaction_id;merchant_reference;amount;currency;payment_date;status;transaction_type;card_brand;merchant_name
TXN702225;ORD-2024-00448;11795.05;AED;2024-09-29;CAPTURED;CAPTURE;VISA;Émile Boutique
TXN702642;ORD-2024-00534;2244.1;AED;2024-09-14;CAPTURED;CAPTURE;MASTERCARD;Lulu Hypermarket
TXN703235;ORD-2024-00655;299.99;AED;2024-09-04;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN700298;ORD-2024-00058;114.75;AED;2024-09-02;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN702768;ORD-2024-00559;1509.49;USD;2024-09-23;CAPTURED;CAPTURE;MADA;Émile Boutique
TXN704620;ORD-2024-00931;6768;AED;2024-09-15;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN704964;ORD-2024-00998;11832.95;AED;2024-09-26;CAPTURED;CAPTURE;MASTERCARD;Al Maya Group
TXN703604;ORD-2024-00731;1112.99;AED;2024-09-14;CAPTURED;CAPTURE;VISA;Kibsons
TXN702417;ORD-2024-00487;814.95;AED;2024-09-08;CAPTURED;CAPTURE;AMEX;Al Maya Group
TXN700217;ORD-2024-00041;1267.99;AED;2024-09-23;CAPTURED;CAPTURE;AMEX;Home Centre
TXN701129;ORD-2024-00224;8.95;EUR;2024-09-06;CAPTURED;CAPTURE;VISA;Lulu Hypermarket
TXN704624;ORD-2024-00932;10394;AED;2024-09-22;CAPTURED;CAPTURE;VISA;Café Bateel
TXN703071;ORD-2024-00621;97;AED;2024-09-05;CAPTURED;CAPTURE;VISA;Kibsons
TXN700694;ORD-2024-00140;84.25;SAR;2024-09-26;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN703914;ORD-2024-00797;165.99;AED;2024-09-08;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN701089;ORD-2024-00216;36;AED;2024-09-23;CAPTURED;CAPTURE;MADA;Sharaf DG
TXN701479;ORD-2024-00299;6.25;AED;2024-09-26;CAPTURED;CAPTURE;MADA;Home Centre
TXN700122;ORD-2024-00023;270.75;SAR;2024-09-10;CAPTURED;CAPTURE;MASTERCARD;Noon Retail
TXN703051;ORD-2024-00618;1426.1;AED;2024-09-15;CAPTURED;CAPTURE;MASTERCARD;Home Centre
TXN700359;ORD-2024-00071;12751.49;AED;2024-09-20;CAPTURED;CAPTURE;MASTERCARD;Lulu Hypermarket
TXN701752;ORD-2024-00357;5157.05;AED;2024-09-15;CAPTURED;CAPTURE;MASTERCARD;Jumbo Electronics
TXN704724;ORD-2024-00951;129.99;USD;2024-09-11;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN702909;ORD-2024-00583;102;AED;2024-09-03;CAPTURED;CAPTURE;MADA;Noon Retail
TXN703843;ORD-2024-00784;165.5;USD;2024-09-29;CAPTURED;CAPTURE;MASTERCARD;Jumbo Electronics
TXN703938;ORD-2024-00804;60;AED;2024-09-23;CAPTURED;CAPTURE;AMEX;Émile Boutique
TXN701884;ORD-2024-00388;12689.1;SAR;2024-09-22;CAPTURED;CAPTURE;MADA;Émile Boutique
TXN701616;ORD-2024-00328;1756;AED;2024-09-26;CAPTURED;CAPTURE;MASTERCARD;Lulu Hypermarket
TXN700505;ORD-2024-00100;95;SAR;2024-09-26;CAPTURED;CAPTURE;MADA;Émile Boutique
TXN702443;ORD-2024-00493;2285;AED;2024-09-17;CAPTURED;CAPTURE;AMEX;Carrefour Marina
TXN701863;ORD-2024-00385;8178.05;AED;2024-09-23;CAPTURED;CAPTURE;MADA;Home Centre
TXN704726;ORD-2024-00953;9786.1;AED;2024-09-14;CAPTURED;CAPTURE;MASTERCARD;Carrefour Marina
TXN700015;ORD-2024-00004;1330.25;AED;2024-09-22;CAPTURED;CAPTURE;AMEX;Al Maya Group
TXN704216;ORD-2024-00857;2971.05;AED;2024-09-08;CAPTURED;CAPTURE;VISA;Lulu Hypermarket
TXN701071;ORD-2024-00213;6211.99;USD;2024-09-28;CAPTURED;CAPTURE;AMEX;Home Centre
TXN704647;ORD-2024-00936;103.05;AED;2024-09-19;CAPTURED;CAPTURE;MASTERCARD;Al Futtaim Trading
TXN702633;ORD-2024-00532;139;AED;2024-09-25;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN703065;ORD-2024-00620;1358;AED;2024-09-09;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN702195;ORD-2024-00443;8632.95;AED;2024-09-22;CAPTURED;CAPTURE;VISA;Müller & Co
TXN704355;ORD-2024-00884;1198.95;AED;2024-09-12;CAPTURED;CAPTURE;MASTERCARD;Jumbo Electronics
TXN703619;ORD-2024-00733;65.49;AED;2024-09-17;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN700191;ORD-2024-00035;5015.25;SAR;2024-09-06;CAPTURED;CAPTURE;MASTERCARD;Kibsons
TXN700737;ORD-2024-00151;55.99;AED;2024-09-09;CAPTURED;CAPTURE;AMEX;Café Bateel
TXN704315;ORD-2024-00876;1444;AED;2024-09-08;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN701657;ORD-2024-00337;8935.99;AED;2024-09-23;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN702171;ORD-2024-00440;130;AED;2024-09-05;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN700083;ORD-2024-00015;112.49;SAR;2024-09-29;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN704817;ORD-2024-00972;4912.99;USD;2024-09-06;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN703841;ORD-2024-00783;1055.75;AED;2024-09-26;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN703546;ORD-2024-00717;802.99;AED;2024-09-26;CAPTURED;CAPTURE;VISA;Al Futtaim Trading
TXN702097;ORD-2024-00425;1014.05;AED;2024-09-09;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN701847;ORD-2024-00382;174;AED;2024-09-26;CAPTURED;CAPTURE;AMEX;Home Centre
TXN700222;ORD-2024-00042;92.05;AED;2024-09-03;CAPTURED;CAPTURE;MASTERCARD;Jumbo Electronics
TXN703224;ORD-2024-00652;47.99;AED;2024-09-25;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN700821;ORD-2024-00166;1594;SAR;2024-09-04;CAPTURED;CAPTURE;VISA;Noon Retail
TXN704811;ORD-2024-00971;12042;EUR;2024-09-26;CAPTURED;CAPTURE;VISA;Müller & Co
TXN700776;ORD-2024-00158;1802.49;AED;2024-09-22;CAPTURED;CAPTURE;AMEX;Lulu Hypermarket
TXN702984;ORD-2024-00605;893.99;AED;2024-09-25;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN703222;ORD-2024-00650;570.99;AED;2024-09-21;CAPTURED;CAPTURE;AMEX;Jumbo Electronics
TXN701627;ORD-2024-00331;65.05;USD;2024-09-14;CAPTURED;CAPTURE;AMEX;Carrefour Marina
TXN703530;ORD-2024-00715;81.99;AED;2024-09-17;CAPTURED;CAPTURE;VISA;Café Bateel
TXN704025;ORD-2024-00819;168.25;AED;2024-09-10;CAPTURED;CAPTURE;AMEX;Lulu Hypermarket
TXN701079;ORD-2024-00214;72;EUR;2024-09-08;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN702950;ORD-2024-00597;1335.99;AED;2024-09-20;CAPTURED;CAPTURE;AMEX;Home Centre
TXN701897;ORD-2024-00390;1331.99;EUR;2024-09-06;CAPTURED;CAPTURE;MASTERCARD;Émile Boutique
TXN701021;ORD-2024-00203;11726.99;USD;2024-09-25;CAPTURED;CAPTURE;MADA;Émile Boutique
TXN704973;ORD-2024-00999;1200;AED;2024-09-20;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN703282;ORD-2024-00665;53.1;AED;2024-09-14;CAPTURED;CAPTURE;MADA;Café Bateel
TXN702445;ORD-2024-00494;6195;EUR;2024-09-10;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN704029;ORD-2024-00820;5841.25;AED;2024-09-18;CAPTURED;CAPTURE;AMEX;Noon Retail
TXN701002;ORD-2024-00199;2664.05;AED;2024-09-08;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN701100;ORD-2024-00218;13720;AED;2024-09-15;CAPTURED;CAPTURE;MADA;Lulu Hypermarket
TXN703849;ORD-2024-00785;82.05;AED;2024-09-08;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN700133;ORD-2024-00025;173.25;AED;2024-09-20;CAPTURED;CAPTURE;VISA;Müller & Co
TXN700726;ORD-2024-00147;1954;USD;2024-09-23;CAPTURED;CAPTURE;VISA;Café Bateel
TXN702309;ORD-2024-00465;1040.1;USD;2024-09-17;CAPTURED;CAPTURE;MADA;Carrefour Marina
TXN703977;ORD-2024-00811;402.95;EUR;2024-09-23;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN701171;ORD-2024-00234;130;AED;2024-09-02;CAPTURED;CAPTURE;MADA;Sharaf DG
TXN700033;ORD-2024-00008;4023;AED;2024-09-16;CAPTURED;CAPTURE;VISA;Café Bateel
TXN700094;ORD-2024-00017;10285.5;AED;2024-09-14;CAPTURED;CAPTURE;AMEX;Noon Retail
TXN700574;ORD-2024-00113;138.75;AED;2024-09-11;CAPTURED;CAPTURE;AMEX;Café Bateel
TXN703993;ORD-2024-00814;13332.49;USD;2024-09-26;CAPTURED;CAPTURE;MASTERCARD;Al Futtaim Trading
TXN700153;ORD-2024-00029;182;AED;2024-09-10;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN703234;ORD-2024-00654;8860.05;AED;2024-09-05;CAPTURED;CAPTURE;MASTERCARD;Café Bateel
TXN702293;ORD-2024-00462;193.75;AED;2024-09-20;CAPTURED;CAPTURE;AMEX;Noon Retail
TXN700522;ORD-2024-00105;7289.5;SAR;2024-09-21;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN704747;ORD-2024-00957;188.05;AED;2024-10-02;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN705032;ORD-2024-01006;100.00;AED;2024-09-26;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN702213;ORD-2024-00446;34.1;AED;2024-09-10;CAPTURED;CAPTURE;VISA;Sharaf DG
TXN701617;ORD-2024-00329;1337.75;AED;2024-09-25;CAPTURED;CAPTURE;MASTERCARD;Al Maya Group
TXN702714;ORD-2024-00546;914;AED;2024-09-26;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN702901;ORD-2024-00582;109.49;USD;2024-09-17;CAPTURED;CAPTURE;VISA;Jumbo Electronics
TXN704306;ORD-2024-00873;1467.05;AED;2024-09-07;CAPTURED;CAPTURE;MADA;Müller & Co
TXN703304;ORD-2024-00668;864.95;AED;2024-09-09;CAPTURED;CAPTURE;MADA;Nando's JLT
TXN701575;ORD-2024-00319;112.49;AED;2024-09-07;CAPTURED;CAPTURE;VISA;Kibsons
TXN702237;ORD-2024-00451;139;USD;2024-09-25;CAPTURED;CAPTURE;MASTERCARD;Émile Boutique
TXN704121;ORD-2024-00836;59;AED;2024-09-28;CAPTURED;CAPTURE;VISA;Home Centre
TXN703043;ORD-2024-00615;43.05;AED;2024-09-03;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN700841;ORD-2024-00168;326.19;AED;2024-09-19;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN701257;ORD-2024-00250;71.1;AED;2024-09-26;CAPTURED;CAPTURE;VISA;Kibsons
TXN703861;ORD-2024-00787;99;AED;2024-09-24;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN701200;ORD-2024-00238;20.1;AED;2024-09-07;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN703587;ORD-2024-00727;75.75;AED;2024-09-04;CAPTURED;CAPTURE;MASTERCARD;Jumbo Electronics
TXN704752;ORD-2024-00959;4597;AED;2024-09-19;CAPTURED;CAPTURE;MADA;Müller & Co
TXN703096;ORD-2024-00626;13934.25;AED;2024-09-19;CAPTURED;CAPTURE;MADA;Nando's JLT
TXN701348;ORD-2024-00270;1658.75;AED;2024-09-19;CAPTURED;CAPTURE;AMEX;Jumbo Electronics
TXN700996;ORD-2024-00197;32;AED;2024-09-14;CAPTURED;CAPTURE;MASTERCARD;Al Futtaim Trading
TXN701955;ORD-2024-00400;137.99;EUR;2024-09-25;CAPTURED;CAPTURE;MADA;Émile Boutique
TXN703772;ORD-2024-00763;103.95;AED;2024-09-25;CAPTURED;CAPTURE;AMEX;Noon Retail
TXN701701;ORD-2024-00344;7713.05;AED;2024-09-07;CAPTURED;CAPTURE;VISA;Noon Retail
TXN703425;ORD-2024-00694;1364;SAR;2024-09-25;CAPTURED;CAPTURE;MADA;Spinneys Motor City
TXN704142;ORD-2024-00839;151.99;AED;2024-09-16;CAPTURED;CAPTURE;AMEX;Kibsons
TXN704095;ORD-2024-00829;110.1;AED;2024-09-04;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN700847;ORD-2024-00168;326.19;AED;2024-09-20;CAPTURED;CAPTURE;MASTERCARD;Émile Boutique
TXN700168;ORD-2024-00031;91.95;AED;2024-09-12;CAPTURED;CAPTURE;AMEX;Carrefour Marina
TXN704165;ORD-2024-00842;10093.99;SAR;2024-09-27;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN700735;ORD-2024-00150;104.95;SAR;2024-09-25;CAPTURED;CAPTURE;MADA;Café Bateel
TXN701146;ORD-2024-00229;857.05;AED;2024-09-27;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN703829;ORD-2024-00779;5984.75;SAR;2024-09-10;CAPTURED;CAPTURE;MASTERCARD;Al Futtaim Trading
TXN700410;ORD-2024-00080;104;SAR;2024-09-10;CAPTURED;CAPTURE;AMEX;Café Bateel
TXN702753;ORD-2024-00555;7047;AED;2024-09-19;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN703910;ORD-2024-00796;1397.49;AED;2024-09-05;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN703059;ORD-2024-00619;25.95;AED;2024-09-05;CAPTURED;CAPTURE;MASTERCARD;Al Futtaim Trading
TXN702797;ORD-2024-00563;4108.75;AED;2024-09-20;CAPTURED;CAPTURE;AMEX;Al Maya Group
TXN701402;ORD-2024-00281;193.49;AED;2024-09-11;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN701473;ORD-2024-00296;10093;AED;2024-09-28;CAPTURED;CAPTURE;AMEX;Émile Boutique
TXN701748;ORD-2024-00355;10936.49;USD;2024-09-26;CAPTURED;CAPTURE;AMEX;Émile Boutique
TXN701827;ORD-2024-00377;8169;AED;2024-09-16;CAPTURED;CAPTURE;VISA;Müller & Co
TXN700411;ORD-2024-00081;12157;EUR;2024-09-17;CAPTURED;CAPTURE;VISA;Sharaf DG
TXN704869;ORD-2024-00980;12379;AED;2024-09-25;CAPTURED;CAPTURE;VISA;Émile Boutique
TXN700496;ORD-2024-00099;816.05;EUR;2024-09-08;CAPTURED;CAPTURE;MASTERCARD;Jumbo Electronics
TXN701807;ORD-2024-00371;7608;AED;2024-09-30;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN703333;ORD-2024-00675;107.1;AED;2024-09-20;CAPTURED;CAPTURE;AMEX;Carrefour Marina
TXN702158;ORD-2024-00436;1394;AED;2024-09-07;CAPTURED;CAPTURE;VISA;Café Bateel
TXN702517;ORD-2024-00508;29;USD;2024-09-06;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN702734;ORD-2024-00551;5703.99;AED;2024-09-06;CAPTURED;CAPTURE;MADA;Müller & Co
TXN703965;ORD-2024-00809;168;USD;2024-09-27;CAPTURED;CAPTURE;VISA;Al Futtaim Trading
TXN701310;ORD-2024-00260;6909.5;AED;2024-09-26;CAPTURED;CAPTURE;VISA;Home Centre
TXN700194;ORD-2024-00036;13884.5;AED;2024-09-13;CAPTURED;CAPTURE;MASTERCARD;Sharaf DG
TXN703634;ORD-2024-00735;2010.1;AED;2024-09-09;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN704697;ORD-2024-00947;193;AED;2024-09-02;CAPTURED;CAPTURE;AMEX;Noon Retail
TXN700148;ORD-2024-00028;841.1;AED;2024-09-12;CAPTURED;CAPTURE;AMEX;Café Bateel
TXN701878;ORD-2024-00387;7029.75;AED;2024-09-28;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN700904;ORD-2024-00177;6557.49;AED;2024-09-25;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN702436;ORD-2024-00491;61.1;SAR;2024-09-11;CAPTURED;CAPTURE;VISA;Jumbo Electronics
TXN700798;ORD-2024-00162;1022.95;SAR;2024-10-01;CAPTURED;CAPTURE;MADA;Jumbo Electronics
TXN700363;ORD-2024-00072;51.75;AED;2024-09-29;CAPTURED;CAPTURE;AMEX;Lulu Hypermarket
TXN702993;ORD-2024-00606;1517;AED;2024-09-15;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN702337;ORD-2024-00471;5205.5;SAR;2024-09-29;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN704298;ORD-2024-00872;10819;SAR;2024-09-18;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN701444;ORD-2024-00290;1675;AED;2024-09-28;CAPTURED;CAPTURE;MASTERCARD;Jumbo Electronics
TXN700541;ORD-2024-00108;-81;AED;2024-09-15;REFUNDED;REFUND;VISA;Lulu Hypermarket
TXN700990;ORD-2024-00196;1420.5;EUR;2024-09-08;CAPTURED;CAPTURE;VISA;Émile Boutique
TXN704476;ORD-2024-00902;14079.75;AED;2024-09-15;CAPTURED;CAPTURE;VISA;Café Bateel
TXN702728;ORD-2024-00549;4671.49;USD;2024-09-05;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN702301;ORD-2024-00464;1509.05;AED;2024-09-25;CAPTURED;CAPTURE;MADA;Café Bateel
TXN703879;ORD-2024-00790;11033.05;USD;2024-09-11;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN701068;ORD-2024-00212;2083;AED;2024-09-04;CAPTURED;CAPTURE;MASTERCARD;Lulu Hypermarket
TXN702489;ORD-2024-00502;1483.99;AED;2024-10-01;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN704903;ORD-2024-00986;8233.95;AED;2024-09-06;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN700628;ORD-2024-00123;139.49;SAR;2024-09-09;CAPTURED;CAPTURE;MADA;Noon Retail
TXN703823;ORD-2024-00778;8941;AED;2024-09-16;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN702493;ORD-2024-00503;3653;USD;2024-09-17;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN703318;ORD-2024-00672;2426;AED;2024-09-07;CAPTURED;CAPTURE;MADA;Müller & Co
TXN705085;ORD-2024-01009;100.00;AED;2024-09-29;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN702116;ORD-2024-00429;226;AED;2024-09-18;CAPTURED;CAPTURE;AMEX;Kibsons
TXN700244;ORD-2024-00047;126;AED;2024-09-22;CAPTURED;CAPTURE;MASTERCARD;Noon Retail
TXN703138;ORD-2024-00634;836;AED;2024-09-22;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN703853;ORD-2024-00786;9530.1;AED;2024-09-07;CAPTURED;CAPTURE;AMEX;Jumbo Electronics
TXN700393;ORD-2024-00078;890.1;AED;2024-09-15;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN703028;ORD-2024-00613;980;AED;2024-09-17;CAPTURED;CAPTURE;VISA;Lulu Hypermarket
TXN702381;ORD-2024-00478;62;AED;2024-09-13;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN700176;ORD-2024-00032;2345.49;AED;2024-09-15;CAPTURED;CAPTURE;MADA;Lulu Hypermarket
TXN703481;ORD-2024-00704;18;AED;2024-09-17;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN700516;ORD-2024-00103;199;AED;2024-09-18;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN701221;ORD-2024-00243;478;AED;2024-09-10;CAPTURED;CAPTURE;VISA;Lulu Hypermarket
TXN703947;ORD-2024-00806;7928;AED;2024-09-27;CAPTURED;CAPTURE;AMEX;Émile Boutique
TXN701751;ORD-2024-00356;179.05;AED;2024-09-17;CAPTURED;CAPTURE;VISA;Müller & Co
TXN704241;ORD-2024-00861;173;AED;2024-09-20;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN704204;ORD-2024-00853;61;AED;2024-09-15;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN703991;ORD-2024-00813;7319.25;SAR;2024-09-29;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN700299;ORD-2024-00059;2022.5;AED;2024-09-21;CAPTURED;CAPTURE;VISA;Home Centre
TXN703047;ORD-2024-00616;703.5;AED;2024-09-08;CAPTURED;CAPTURE;MASTERCARD;Lulu Hypermarket
TXN701893;ORD-2024-00389;5107.1;AED;2024-09-08;CAPTURED;CAPTURE;MADA;Noon Retail
TXN700255;ORD-2024-00049;936.99;USD;2024-09-27;CAPTURED;CAPTURE;VISA;Kibsons
TXN702250;ORD-2024-00454;116.95;AED;2024-09-14;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN701710;ORD-2024-00349;5391.1;AED;2024-09-27;CAPTURED;CAPTURE;MASTERCARD;Émile Boutique
TXN704130;ORD-2024-00837;3720.5;AED;2024-09-25;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN701972;ORD-2024-00403;2473;AED;2024-09-07;CAPTURED;CAPTURE;AMEX;Kibsons
TXN702951;ORD-2024-00598;13341.49;USD;2024-09-05;CAPTURED;CAPTURE;MASTERCARD;Jumbo Electronics
TXN701708;ORD-2024-00348;94.05;AED;2024-09-15;CAPTURED;CAPTURE;MADA;Café Bateel
TXN703082;ORD-2024-00624;2347.99;AED;2024-09-12;CAPTURED;CAPTURE;AMEX;Home Centre
TXN703946;ORD-2024-00805;786;AED;2024-09-15;CAPTURED;CAPTURE;VISA;Kibsons
TXN702254;ORD-2024-00455;1849.99;AED;2024-09-20;CAPTURED;CAPTURE;MADA;Café Bateel
TXN702790;ORD-2024-00562;22.49;AED;2024-09-30;CAPTURED;CAPTURE;AMEX;Émile Boutique
TXN704596;ORD-2024-00927;133.5;AED;2024-09-12;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN703568;ORD-2024-00723;18.1;SAR;2024-09-15;CAPTURED;CAPTURE;MASTERCARD;Noon Retail
TXN702092;ORD-2024-00424;10629.99;USD;2024-09-16;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN700718;ORD-2024-00144;802.25;AED;2024-09-20;CAPTURED;CAPTURE;AMEX;Al Maya Group
TXN700925;ORD-2024-00182;116.75;AED;2024-09-28;CAPTURED;CAPTURE;VISA;Sharaf DG
TXN701983;ORD-2024-00405;7066;SAR;2024-10-01;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN703984;ORD-2024-00812;168.25;AED;2024-09-12;CAPTURED;CAPTURE;AMEX;Home Centre
TXN704522;ORD-2024-00912;121.05;AED;2024-09-05;CAPTURED;CAPTURE;MASTERCARD;Sharaf DG
TXN700826;ORD-2024-00167;7723.75;AED;2024-09-09;CAPTURED;CAPTURE;MADA;Home Centre
TXN701284;ORD-2024-00255;1313.75;SAR;2024-09-10;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN701794;ORD-2024-00365;12251;AED;2024-09-03;CAPTURED;CAPTURE;AMEX;Jumbo Electronics
TXN704677;ORD-2024-00942;197.25;AED;2024-09-04;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN703074;ORD-2024-00622;60.49;SAR;2024-09-05;CAPTURED;CAPTURE;VISA;Émile Boutique
TXN703087;ORD-2024-00625;405.25;AED;2024-09-29;CAPTURED;CAPTURE;VISA;Home Centre
TXN703865;ORD-2024-00788;5516.99;AED;2024-09-27;CAPTURED;CAPTURE;MADA;Zara Home Dubai
TXN704440;ORD-2024-00897;12221;SAR;2024-09-28;CAPTURED;CAPTURE;AMEX;Noon Retail
TXN702592;ORD-2024-00525;8807;AED;2024-09-04;CAPTURED;CAPTURE;AMEX;Müller & Co
TXN700625;ORD-2024-00122;349.05;USD;2024-09-03;CAPTURED;CAPTURE;VISA;Kibsons
TXN701457;ORD-2024-00293;985.49;AED;2024-09-27;CAPTURED;CAPTURE;MASTERCARD;Home Centre
TXN702940;ORD-2024-00594;83.95;AED;2024-09-19;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN701359;ORD-2024-00272;6193.05;AED;2024-09-26;CAPTURED;CAPTURE;MASTERCARD;Émile Boutique
TXN704946;ORD-2024-00994;180.49;AED;2024-09-17;CAPTURED;CAPTURE;MASTERCARD;Café Bateel
TXN701463;ORD-2024-00294;13119;USD;2024-09-29;CAPTURED;CAPTURE;MASTERCARD;Émile Boutique
TXN700214;ORD-2024-00039;2006.99;AED;2024-09-14;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN703673;ORD-2024-00743;562.49;AED;2024-09-24;CAPTURED;CAPTURE;MASTERCARD;Café Bateel
TXN702394;ORD-2024-00481;14;AED;2024-10-01;CAPTURED;CAPTURE;AMEX;Émile Boutique
TXN701797;ORD-2024-00366;23.25;AED;2024-09-20;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN700251;ORD-2024-00048;4766.5;AED;2024-09-20;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN704215;ORD-2024-00856;3956.5;AED;2024-09-08;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN702139;ORD-2024-00433;5918.95;AED;2024-09-19;CAPTURED;CAPTURE;MADA;Lulu Hypermarket
TXN702426;ORD-2024-00488;2054.95;AED;2024-09-24;CAPTURED;CAPTURE;MADA;Müller & Co
TXN702315;ORD-2024-00467;2352.99;AED;2024-09-24;CAPTURED;CAPTURE;AMEX;Home Centre
TXN702016;ORD-2024-00412;1160.5;USD;2024-09-25;CAPTURED;CAPTURE;VISA;Müller & Co
TXN700905;ORD-2024-00178;12910;AED;2024-09-22;CAPTURED;CAPTURE;MADA;Noon Retail
TXN700165;ORD-2024-00030;3729.60;EUR;2024-09-16;CAPTURED;CAPTURE;MADA;Kibsons
TXN703314;ORD-2024-00671;7378.25;USD;2024-09-07;CAPTURED;CAPTURE;MADA;Spinneys Motor City
TXN701557;ORD-2024-00315;14763.75;AED;2024-09-08;CAPTURED;CAPTURE;VISA;Lulu Hypermarket
TXN701840;ORD-2024-00381;1637.1;USD;2024-09-04;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN700223;ORD-2024-00043;625.05;AED;2024-09-05;CAPTURED;CAPTURE;VISA;Müller & Co
TXN704258;ORD-2024-00864;12067.1;AED;2024-09-10;CAPTURED;CAPTURE;MADA;Lulu Hypermarket
TXN702540;ORD-2024-00511;12231.99;AED;2024-09-09;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN703142;ORD-2024-00635;2153;AED;2024-09-15;CAPTURED;CAPTURE;MASTERCARD;Al Maya Group
TXN704200;ORD-2024-00852;1950.5;AED;2024-09-28;CAPTURED;CAPTURE;MADA;Lulu Hypermarket
TXN703697;ORD-2024-00748;432.1;AED;2024-09-04;CAPTURED;CAPTURE;MADA;Spinneys Motor City
TXN704823;ORD-2024-00973;11.99;SAR;2024-09-13;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN704537;ORD-2024-00916;1541;AED;2024-09-14;CAPTURED;CAPTURE;AMEX;Kibsons
TXN703300;ORD-2024-00667;1939;AED;2024-09-09;CAPTURED;CAPTURE;MADA;Home Centre
