Order ID,Customer,Amount,Currency,Date,Channel
ORD-2024-00400,Lulu Hypermarket,137.99,EUR,2024-09-25,pos
ORD-2024-00401,Al Futtaim Trading,22.5,AED,2024-09-10,app
ORD-2024-00402,Émile Boutique,669,USD,2024-09-13,link
ORD-2024-00403,Sharaf DG,2473,AED,2024-09-07,web
ORD-2024-00404,Zara Home Dubai,12272.49,SAR,2024-09-06,pos
ORD-2024-00405,Sharaf DG,7066,SAR,2024-09-30,pos
ORD-2024-00406,Spinneys Motor City,13369,USD,2024-09-14,web
ORD-2024-00407,Sharaf DG,191.05,AED,2024-09-05,app
ORD-2024-00408,Lulu Hypermarket,447.05,AED,2024-09-15,link
ORD-2024-00409,Carrefour Marina,10231,AED,2024-09-06,link
ORD-2024-00410,Nando's JLT,3851.99,USD,2024-09-06,web
ORD-2024-00411,Sharaf DG,2061.05,AED,2024-09-02,app
ORD-2024-00412,Sharaf DG,1160.5,USD,2024-09-23,pos
ORD-2024-00413,Zara Home Dubai,1025.49,AED,2024-09-17,web
ORD-2024-00414,Kibsons,935.95,AED,2024-09-28,pos
ORD-2024-00415,Carrefour Marina,2463.99,AED,2024-09-16,app
ORD-2024-00416,Al Futtaim Trading,2993.5,USD,2024-09-27,link
ORD-2024-00417,Carrefour Marina,14125,AED,2024-09-08,app
ORD-2024-00418,Home Centre,2408.99,AED,2024-09-12,pos
ORD-2024-00419,Müller & Co,196,AED,2024-09-08,pos
ORD-2024-00420,Carrefour Marina,142.99,AED,2024-09-02,web
ORD-2024-00421,Lulu Hypermarket,8330.05,AED,2024-09-07,pos
ORD-2024-00422,Café Bateel,13868,AED,2024-09-20,link
ORD-2024-00423,Al Maya Group,8069.95,USD,2024-09-12,pos
ORD-2024-00424,Sharaf DG,10629.99,USD,2024-09-15,app
ORD-2024-00425,Café Bateel,1014.05,AED,2024-09-07,link
ORD-2024-00426,Home Centre,8104,AED,2024-09-09,pos
ORD-2024-00427,Müller & Co,71.99,AED,2024-09-08,web
ORD-2024-00428,Kibsons,68.75,AED,2024-09-17,web
ORD-2024-00429,Jumbo Electronics,226,AED,2024-09-18,web
ORD-2024-00430,Nando's JLT,10242,AED,2024-09-22,app
ORD-2024-00431,Émile Boutique,13694.05,AED,2024-09-15,web
ORD-2024-00432,Sharaf DG,1361.05,SAR,2024-09-09,app
ORD-2024-00433,Noon Retail,5918.95,AED,2024-09-17,web
ORD-2024-00434,Müller & Co,35.05,AED,2024-09-09,app
ORD-2024-00435,Café Bateel,8376.75,AED,2024-09-24,app
ORD-2024-00436,Zara Home Dubai,1394,AED,2024-09-07,pos
ORD-2024-00437,Noon Retail,715,AED,2024-09-15,pos
ORD-2024-00438,Zara Home Dubai,2826.75,SAR,2024-09-12,pos
ORD-2024-00439,Lulu Hypermarket,2149.5,AED,2024-09-30,app
ORD-2024-00440,Al Futtaim Trading,130,AED,2024-09-03,app
ORD-2024-00441,Nando's JLT,5090,AED,2024-09-02,web
ORD-2024-00442,Lulu Hypermarket,2262.25,AED,2024-09-26,pos
ORD-2024-00443,Al Maya Group,8632.95,AED,2024-09-22,pos
ORD-2024-00444,Müller & Co,93,AED,2024-09-08,web
ORD-2024-00445,Sharaf DG,28.1,AED,2024-09-04,web
ORD-2024-00446,Zara Home Dubai,34.1,AED,2024-09-08,app
ORD-2024-00447,Spinneys Motor City,526,AED,2024-09-22,app
ORD-2024-00448,Noon Retail,11795.05,AED,2024-09-27,link
ORD-2024-00449,Kibsons,510.75,AED,2024-09-29,app
ORD-2024-00450,Müller & Co,1166.5,AED,2024-09-04,link
ORD-2024-00451,Émile Boutique,139,USD,2024-09-24,pos
ORD-2024-00452,Al Futtaim Trading,14760.49,AED,2024-09-11,app
ORD-2024-00453,Zara Home Dubai,115,AED,2024-09-01,web
ORD-2024-00454,Lulu Hypermarket,116.95,AED,2024-09-14,link
ORD-2024-00455,Home Centre,1849.99,AED,2024-09-20,app
ORD-2024-00456,Home Centre,2284.05,AED,2024-09-14,web
ORD-2024-00457,Nando's JLT,191.99,AED,2024-09-30,web
ORD-2024-00458,Home Centre,256.49,USD,2024-09-19,web
ORD-2024-00459,Al Maya Group,1035.1,AED,2024-09-06,web
ORD-2024-00460,Zara Home Dubai,172.75,AED,2024-09-15,link
ORD-2024-00461,Noon Retail,8958.25,SAR,2024-09-30,web
ORD-2024-00462,Carrefour Marina,193.75,AED,2024-09-20,link
ORD-2024-00463,Jumbo Electronics,1316,USD,2024-09-01,web
ORD-2024-00464,Spinneys Motor City,1509.05,AED,2024-09-23,link
ORD-2024-00465,Spinneys Motor City,1040.1,USD,2024-09-15,link
ORD-2024-00466,Noon Retail,25,SAR,2024-09-09,pos
ORD-2024-00467,Émile Boutique,2352.99,AED,2024-09-24,app
ORD-2024-00468,Noon Retail,1895.49,AED,2024-09-12,app
ORD-2024-00469,Émile Boutique,1440,AED,2024-09-15,app
ORD-2024-00470,Carrefour Marina,6919.25,AED,2024-09-18,web
ORD-2024-00471,Sharaf DG,5205.5,SAR,2024-09-27,pos
ORD-2024-00472,Müller & Co,694.75,AED,2024-09-13,pos
ORD-2024-00473,Jumbo Electronics,70.99,USD,2024-09-15,pos
ORD-2024-00474,Carrefour Marina,8758.25,AED,2024-09-08,pos
ORD-2024-00475,Kibsons,135,AED,2024-09-21,app
ORD-2024-00476,Carrefour Marina,1691,AED,2024-09-29,link
ORD-2024-00477,Carrefour Marina,4008,AED,2024-09-09,pos
ORD-2024-00478,Kibsons,62,AED,2024-09-13,app
ORD-2024-00479,Carrefour Marina,5325.25,EUR,2024-09-25,pos
ORD-2024-00480,Carrefour Marina,98.95,AED,2024-09-14,pos
ORD-2024-00481,Noon Retail,14,AED,2024-09-30,app
ORD-2024-00482,Jumbo Electronics,23.25,AED,2024-09-24,pos
ORD-2024-00483,Kibsons,1711,AED,2024-09-28,link
ORD-2024-00484,Nando's JLT,943,AED,2024-09-29,link
ORD-2024-00485,Spinneys Motor City,2181.1,USD,2024-09-02,link
ORD-2024-00486,Noon Retail,3862.5,SAR,2024-09-24,link
ORD-2024-00487,Spinneys Motor City,814.95,AED,2024-09-06,link
ORD-2024-00488,Émile Boutique,2054.95,AED,2024-09-24,pos
ORD-2024-00489,Nando's JLT,89.1,AED,2024-09-09,link
ORD-2024-00490,Jumbo Electronics,155.95,AED,2024-09-04,pos
ORD-2024-00491,Lulu Hypermarket,61.1,SAR,2024-09-09,link
ORD-2024-00492,Al Futtaim Trading,61.99,AED,2024-09-26,app
ORD-2024-00493,Müller & Co,2285,AED,2024-09-15,pos
ORD-2024-00494,Sharaf DG,6195,EUR,2024-09-10,web
ORD-2024-00495,Jumbo Electronics,61.75,AED,2024-09-06,pos
ORD-2024-00496,Home Centre,10460,AED,2024-09-08,link
ORD-2024-00497,Al Maya Group,14243.75,AED,2024-09-10,app
ORD-2024-00498,Carrefour Marina,161.1,AED,2024-09-18,pos
ORD-2024-00499,Müller & Co,28.05,AED,2024-09-04,link
ORD-2024-00500,Nando's JLT,1467,AED,2024-09-29,web
ORD-2024-00501,Sharaf DG,349.49,AED,2024-09-15,pos
ORD-2024-00502,Nando's JLT,1483.99,AED,2024-09-29,pos
ORD-2024-00503,Noon Retail,3653,USD,2024-09-17,web
ORD-2024-00504,Zara Home Dubai,2383.99,AED,2024-09-13,link
ORD-2024-00505,Al Futtaim Trading,897.25,AED,2024-09-05,pos
ORD-2024-00506,Home Centre,30.5,AED,2024-09-24,app
ORD-2024-00507,Home Centre,12388.49,SAR,2024-09-15,pos
ORD-2024-00508,Kibsons,29,USD,2024-09-06,app
ORD-2024-00509,Carrefour Marina,127,AED,2024-09-11,app
ORD-2024-00510,Jumbo Electronics,1743.1,AED,2024-09-01,pos
ORD-2024-00511,Nando's JLT,12231.99,AED,2024-09-07,web
ORD-2024-00512,Spinneys Motor City,892.25,AED,2024-09-20,link
ORD-2024-00513,Sharaf DG,2003.95,AED,2024-09-15,web
ORD-2024-00514,Home Centre,4591.99,USD,2024-09-20,web
ORD-2024-00515,Al Futtaim Trading,66.05,AED,2024-09-21,app
ORD-2024-00516,Café Bateel,447.99,AED,2024-09-18,app
ORD-2024-00517,Zara Home Dubai,9189.95,AED,2024-09-14,web
ORD-2024-00518,Sharaf DG,10361.95,AED,2024-09-07,link
ORD-2024-00519,Carrefour Marina,192.25,USD,2024-09-12,web
ORD-2024-00520,Café Bateel,2312.05,USD,2024-09-10,app
ORD-2024-00521,Al Maya Group,1818.05,AED,2024-09-22,web
ORD-2024-00522,Lulu Hypermarket,1181.75,AED,2024-09-11,app
ORD-2024-00523,Nando's JLT,13.5,AED,2024-09-21,link
ORD-2024-00524,Kibsons,2308,AED,2024-09-19,app
ORD-2024-00525,Café Bateel,8807,AED,2024-09-03,web
ORD-2024-00526,Spinneys Motor City,5436.49,USD,2024-09-23,link
ORD-2024-00527,Müller & Co,9238.99,AED,2024-09-27,app
ORD-2024-00528,Müller & Co,2411,AED,2024-09-08,pos
ORD-2024-00529,Carrefour Marina,1844,USD,2024-09-21,link
ORD-2024-00530,Lulu Hypermarket,647,AED,2024-09-29,app
ORD-2024-00531,Lulu Hypermarket,13095,AED,2024-09-24,web
ORD-2024-00532,Carrefour Marina,139,AED,2024-09-23,web
ORD-2024-00533,Lulu Hypermarket,193.5,AED,2024-09-28,app
ORD-2024-00534,Noon Retail,2244.1,AED,2024-09-14,pos
ORD-2024-00535,Spinneys Motor City,151,AED,2024-09-26,pos
ORD-2024-00536,Home Centre,11815,AED,2024-09-11,pos
ORD-2024-00537,Noon Retail,2052.5,AED,2024-09-21,link
ORD-2024-00538,Noon Retail,2217,AED,2024-09-11,link
ORD-2024-00539,Café Bateel,5408.1,AED,2024-09-17,link
ORD-2024-00540,Jumbo Electronics,156,USD,2024-09-20,link
ORD-2024-00541,Zara Home Dubai,7502,AED,2024-09-13,link
ORD-2024-00542,Lulu Hypermarket,161.5,AED,2024-09-20,web
ORD-2024-00543,Café Bateel,12.95,USD,2024-09-08,web
ORD-2024-00544,Spinneys Motor City,4163,AED,2024-09-15,pos
ORD-2024-00545,Noon Retail,80,AED,2024-09-08,app
ORD-2024-00546,Kibsons,914,AED,2024-09-26,web
ORD-2024-00547,Kibsons,13393.25,AED,2024-09-25,pos
ORD-2024-00548,Café Bateel,1731.25,AED,2024-09-25,link
ORD-2024-00549,Carrefour Marina,4671.49,USD,2024-09-04,app
ORD-2024-00550,Müller & Co,13453.25,USD,2024-09-05,app
ORD-2024-00551,Noon Retail,5703.99,AED,2024-09-05,pos
ORD-2024-00552,Müller & Co,7556.95,AED,2024-09-10,pos
ORD-2024-00553,Zara Home Dubai,12060.1,AED,2024-09-21,web
ORD-2024-00554,Al Maya Group,160.75,USD,2024-09-29,app
ORD-2024-00555,Nando's JLT,7047,AED,2024-09-17,web
ORD-2024-00556,Home Centre,7393.25,AED,2024-09-28,app
ORD-2024-00557,Home Centre,1360.1,AED,2024-09-04,app
ORD-2024-00558,Jumbo Electronics,131,AED,2024-09-25,link
ORD-2024-00559,Home Centre,1509.49,USD,2024-09-22,web
ORD-2024-00560,Al Maya Group,5557,USD,2024-09-22,pos
ORD-2024-00561,Home Centre,96,USD,2024-09-12,app
ORD-2024-00562,Müller & Co,22.49,AED,2024-09-29,web
ORD-2024-00563,Sharaf DG,4108.75,AED,2024-09-19,link
ORD-2024-00564,Émile Boutique,1843.05,SAR,2024-09-27,pos
ORD-2024-00565,Lulu Hypermarket,11769.1,AED,2024-09-04,pos
ORD-2024-00566,Nando's JLT,9.75,EUR,2024-09-07,link
ORD-2024-00567,Kibsons,12359.1,AED,2024-09-01,web
ORD-2024-00568,Home Centre,795.75,AED,2024-09-24,app
ORD-2024-00569,Müller & Co,165.75,USD,2024-09-25,link
ORD-2024-00570,Home Centre,3545.05,SAR,2024-09-26,link
ORD-2024-00571,Zara Home Dubai,1609.95,SAR,2024-09-14,link
ORD-2024-00572,Kibsons,136.95,AED,2024-09-26,app
ORD-2024-00573,Zara Home Dubai,5153.25,AED,2024-09-09,pos
ORD-2024-00574,Café Bateel,11387.05,EUR,2024-09-15,link
ORD-2024-00575,Sharaf DG,150.75,AED,2024-09-14,web
ORD-2024-00576,Al Futtaim Trading,9271.5,EUR,2024-09-07,app
ORD-2024-00577,Noon Retail,5772.99,SAR,2024-09-11,app
ORD-2024-00578,Al Maya Group,8930.05,SAR,2024-09-12,link
ORD-2024-00579,Spinneys Motor City,3391.25,AED,2024-09-04,web
ORD-2024-00580,Nando's JLT,464.1,AED,2024-09-06,pos
ORD-2024-00581,Café Bateel,1252.95,AED,2024-09-09,app
ORD-2024-00582,Nando's JLT,109.49,USD,2024-09-16,pos
ORD-2024-00583,Spinneys Motor City,102,AED,2024-09-02,web
ORD-2024-00584,Carrefour Marina,6249,AED,2024-09-26,pos
ORD-2024-00585,Sharaf DG,10434.95,USD,2024-09-02,link
ORD-2024-00586,Jumbo Electronics,187.75,AED,2024-09-26,link
ORD-2024-00587,Zara Home Dubai,1858,AED,2024-09-02,web
ORD-2024-00588,Jumbo Electronics,70.25,AED,2024-09-23,link
ORD-2024-00589,Kibsons,841.05,AED,2024-09-14,pos
ORD-2024-00590,Noon Retail,378.1,USD,2024-09-27,link
ORD-2024-00591,Carrefour Marina,970.05,AED,2024-09-15,web
ORD-2024-00592,Nando's JLT,9162.95,AED,2024-09-07,web
ORD-2024-00593,Spinneys Motor City,8360,AED,2024-09-12,web
ORD-2024-00594,Sharaf DG,83.95,AED,2024-09-17,app
ORD-2024-00595,Carrefour Marina,12327.05,AED,2024-09-15,link
ORD-2024-00596,Nando's JLT,2044,USD,2024-09-05,pos
ORD-2024-00597,Al Maya Group,1335.99,AED,2024-09-18,pos
ORD-2024-00598,Al Maya Group,13341.49,USD,2024-09-05,link
ORD-2024-00599,Nando's JLT,146,AED,2024-09-10,web
ORD-2024-00600,Home Centre,14703.25,AED,2024-09-20,web
ORD-2024-00601,Spinneys Motor City,21.25,AED,2024-09-03,pos
ORD-2024-00602,Kibsons,1774.75,USD,2024-09-19,web
ORD-2024-00603,Nando's JLT,13641,AED,2024-09-15,pos
ORD-2024-00604,Müller & Co,44.25,AED,2024-09-08,link
ORD-2024-00605,Nando's JLT,893.99,AED,2024-09-25,link
ORD-2024-00606,Spinneys Motor City,1517,AED,2024-09-15,pos
ORD-2024-00607,Noon Retail,1697,USD,2024-09-04,link
ORD-2024-00608,Nando's JLT,1135,SAR,2024-09-22,app
ORD-2024-00609,Zara Home Dubai,1859.49,AED,2024-09-13,link
ORD-2024-00610,Noon Retail,12475.1,AED,2024-09-16,web
ORD-2024-00611,Nando's JLT,12322.49,AED,2024-09-10,app
ORD-2024-00612,Carrefour Marina,146,AED,2024-09-04,app
ORD-2024-00613,Sharaf DG,980,AED,2024-09-15,web
ORD-2024-00614,Sharaf DG,150,AED,2024-09-04,link
ORD-2024-00615,Spinneys Motor City,43.05,AED,2024-09-01,app
ORD-2024-00616,Noon Retail,703.5,AED,2024-09-07,app
ORD-2024-00617,Müller & Co,10607.75,AED,2024-09-17,pos
ORD-2024-00618,Émile Boutique,1426.1,AED,2024-09-15,app
ORD-2024-00619,Émile Boutique,25.95,AED,2024-09-03,app
ORD-2024-00620,Café Bateel,1358,AED,2024-09-08,link
ORD-2024-00621,Carrefour Marina,97,AED,2024-09-05,link
ORD-2024-00622,Kibsons,60.49,SAR,2024-09-05,link
ORD-2024-00623,Spinneys Motor City,50.5,AED,2024-09-10,link
ORD-2024-00624,Al Maya Group,2347.99,AED,2024-09-10,link
ORD-2024-00625,Home Centre,405.25,AED,2024-09-28,link
ORD-2024-00626,Al Maya Group,13934.25,AED,2024-09-18,web
ORD-2024-00627,Lulu Hypermarket,4432.99,AED,2024-09-08,link
ORD-2024-00628,Zara Home Dubai,563.05,USD,2024-09-22,app
ORD-2024-00629,Al Maya Group,133.99,EUR,2024-09-07,pos
ORD-2024-00630,Jumbo Electronics,9208,AED,2024-09-27,link
ORD-2024-00631,Kibsons,553.49,AED,2024-09-12,web
ORD-2024-00632,Émile Boutique,5126,USD,2024-09-09,web
ORD-2024-00633,Zara Home Dubai,1401.5,AED,2024-09-13,web
ORD-2024-00634,Café Bateel,836,AED,2024-09-21,web
ORD-2024-00635,Noon Retail,2153,AED,2024-09-13,app
ORD-2024-00636,Spinneys Motor City,5122.99,AED,2024-09-18,pos
ORD-2024-00637,Émile Boutique,327.05,SAR,2024-09-21,app
ORD-2024-00638,Lulu Hypermarket,52.1,AED,2024-09-05,link
ORD-2024-00639,Lulu Hypermarket,1399.49,EUR,2024-09-24,pos
ORD-2024-00640,Müller & Co,3465.75,AED,2024-09-29,pos
ORD-2024-00641,Home Centre,1008,AED,2024-09-08,web
ORD-2024-00642,Home Centre,2156.1,AED,2024-09-26,app
ORD-2024-00643,Müller & Co,1750,AED,2024-09-04,link
ORD-2024-00644,Kibsons,2115.25,AED,2024-09-12,app
ORD-2024-00645,Al Maya Group,14628.75,AED,2024-09-21,pos
ORD-2024-00646,Nando's JLT,1053.05,AED,2024-09-30,web
ORD-2024-00647,Kibsons,10555,AED,2024-09-12,pos
ORD-2024-00648,Café Bateel,2024.1,AED,2024-09-27,web
ORD-2024-00649,Kibsons,91.95,EUR,2024-09-11,pos
ORD-2024-00650,Noon Retail,570.99,AED,2024-09-19,link
ORD-2024-00651,Kibsons,613.25,AED,2024-09-22,web
ORD-2024-00652,Jumbo Electronics,47.99,AED,2024-09-23,app
ORD-2024-00653,Kibsons,2151,USD,2024-09-23,web
ORD-2024-00654,Jumbo Electronics,8860.05,AED,2024-09-03,link
ORD-2024-00655,Kibsons,299.99,AED,2024-09-02,web
ORD-2024-00656,Noon Retail,639,USD,2024-09-16,app
ORD-2024-00657,Spinneys Motor City,4955,AED,2024-09-25,pos
ORD-2024-00658,Zara Home Dubai,2251.95,AED,2024-09-15,link
ORD-2024-00659,Café Bateel,273.75,AED,2024-09-22,link
ORD-2024-00660,Carrefour Marina,138.05,EUR,2024-09-10,app
ORD-2024-00661,Al Futtaim Trading,135.25,AED,2024-09-16,app
ORD-2024-00662,Home Centre,4621.95,AED,2024-09-16,link
ORD-2024-00663,Spinneys Motor City,2945.49,AED,2024-09-04,pos
ORD-2024-00664,Zara Home Dubai,1448,USD,2024-09-07,pos
ORD-2024-00665,Café Bateel,53.1,AED,2024-09-13,link
ORD-2024-00666,Home Centre,14167.1,AED,2024-09-11,pos
ORD-2024-00667,Zara Home Dubai,1939,AED,2024-09-09,web
ORD-2024-00668,Spinneys Motor City,864.95,AED,2024-09-09,pos
ORD-2024-00669,Jumbo Electronics,4756,AED,2024-09-30,pos
ORD-2024-00670,Sharaf DG,2219.75,AED,2024-09-26,app
ORD-2024-00671,Noon Retail,7378.25,USD,2024-09-05,web
ORD-2024-00672,Émile Boutique,2426,AED,2024-09-06,web
ORD-2024-00673,Jumbo Electronics,2313.99,USD,2024-09-06,web
ORD-2024-00674,Jumbo Electronics,101.99,AED,2024-09-09,web
ORD-2024-00675,Jumbo Electronics,107.1,AED,2024-09-19,app
ORD-2024-00676,Jumbo Electronics,12294.05,AED,2024-09-28,web
ORD-2024-00677,Noon Retail,5736.99,AED,2024-09-01,pos
ORD-2024-00678,Müller & Co,10495.1,AED,2024-09-13,link
ORD-2024-00679,Carrefour Marina,1754.05,USD,2024-09-19,app
ORD-2024-00680,Nando's JLT,8118.5,AED,2024-09-26,pos
ORD-2024-00681,Spinneys Motor City,168.95,AED,2024-09-07,web
ORD-2024-00682,Al Maya Group,13025.25,SAR,2024-09-02,pos
ORD-2024-00683,Al Futtaim Trading,11020.95,SAR,2024-09-08,pos
ORD-2024-00684,Émile Boutique,2001.49,USD,2024-09-11,web
ORD-2024-00685,Carrefour Marina,1984.1,EUR,2024-09-22,web
ORD-2024-00686,Sharaf DG,4999.49,AED,2024-09-24,web
ORD-2024-00687,Zara Home Dubai,1133,SAR,2024-09-12,link
ORD-2024-00688,Lulu Hypermarket,1416.75,AED,2024-09-03,web
ORD-2024-00689,Al Maya Group,4611.49,AED,2024-09-17,link
ORD-2024-00690,Al Maya Group,109,USD,2024-09-09,link
ORD-2024-00691,Müller & Co,12987.05,AED,2024-09-20,app
ORD-2024-00692,Émile Boutique,1286.99,AED,2024-09-16,web
ORD-2024-00693,Zara Home Dubai,1192,AED,2024-09-17,link
ORD-2024-00694,Al Futtaim Trading,1364,SAR,2024-09-23,pos
ORD-2024-00695,Café Bateel,135.1,EUR,2024-09-11,web
ORD-2024-00696,Kibsons,57.5,AED,2024-09-06,link
ORD-2024-00697,Al Futtaim Trading,14825,AED,2024-09-29,link
ORD-2024-00698,Al Futtaim Trading,112,AED,2024-09-01,link
ORD-2024-00699,Müller & Co,405,SAR,2024-09-22,link
ORD-2024-00700,Kibsons,3016.49,AED,2024-09-16,web
ORD-2024-00701,Carrefour Marina,1377.1,AED,2024-09-22,pos
ORD-2024-00702,Home Centre,1530.49,SAR,2024-09-21,web
ORD-2024-00703,Carrefour Marina,1149.1,AED,2024-09-06,pos
ORD-2024-00704,Émile Boutique,18,AED,2024-09-17,pos
ORD-2024-00705,Lulu Hypermarket,429,AED,2024-09-24,web
ORD-2024-00706,Jumbo Electronics,13502.1,AED,2024-09-29,app
ORD-2024-00707,Spinneys Motor City,5575.25,AED,2024-09-20,pos
ORD-2024-00708,Café Bateel,14.25,AED,2024-09-03,link
ORD-2024-00709,Home Centre,64.5,SAR,2024-09-11,app
ORD-2024-00710,Müller & Co,14360.49,AED,2024-09-14,link
ORD-2024-00711,Jumbo Electronics,14374.25,AED,2024-09-03,app
ORD-2024-00712,Nando's JLT,151,AED,2024-09-12,link
ORD-2024-00713,Émile Boutique,12219.95,AED,2024-09-16,pos
ORD-2024-00714,Carrefour Marina,2133.1,AED,2024-09-08,web
ORD-2024-00715,Émile Boutique,81.99,AED,2024-09-15,link
ORD-2024-00716,Lulu Hypermarket,1471.25,AED,2024-09-02,web
ORD-2024-00717,Müller & Co,802.99,AED,2024-09-24,link
ORD-2024-00718,Zara Home Dubai,189.49,AED,2024-09-18,pos
ORD-2024-00719,Émile Boutique,116.49,USD,2024-09-30,link
ORD-2024-00720,Home Centre,38.05,SAR,2024-09-29,web
ORD-2024-00721,Müller & Co,13524.25,USD,2024-09-26,web
ORD-2024-00722,Carrefour Marina,3357.05,AED,2024-09-21,pos
ORD-2024-00723,Kibsons,18.1,SAR,2024-09-15,web
ORD-2024-00724,Lulu Hypermarket,137.05,AED,2024-09-26,pos
ORD-2024-00725,Al Futtaim Trading,10528.05,AED,2024-09-29,web
ORD-2024-00726,Émile Boutique,819,AED,2024-09-10,web
ORD-2024-00727,Home Centre,75.75,AED,2024-09-04,web
ORD-2024-00728,Zara Home Dubai,1100.25,AED,2024-09-18,web
ORD-2024-00729,Café Bateel,2103.25,AED,2024-09-25,link
ORD-2024-00730,Zara Home Dubai,58,AED,2024-09-10,link
ORD-2024-00731,Al Maya Group,1112.99,AED,2024-09-13,link
ORD-2024-00732,Home Centre,42.5,USD,2024-09-11,link
ORD-2024-00733,Müller & Co,65.49,AED,2024-09-16,link
ORD-2024-00734,Sharaf DG,7822.75,AED,2024-09-11,web
ORD-2024-00735,Émile Boutique,2010.1,AED,2024-09-07,web
ORD-2024-00736,Kibsons,1852.95,AED,2024-09-13,link
ORD-2024-00737,Nando's JLT,10368,AED,2024-09-04,app
ORD-2024-00738,Al Maya Group,1706.5,AED,2024-09-25,link
ORD-2024-00739,Kibsons,11593.05,SAR,2024-09-25,link
ORD-2024-00740,Carrefour Marina,107.95,AED,2024-09-12,web
ORD-2024-00741,Émile Boutique,884.49,AED,2024-09-04,link
ORD-2024-00742,Sharaf DG,2456,AED,2024-09-03,link
ORD-2024-00743,Émile Boutique,562.49,AED,2024-09-22,pos
ORD-2024-00744,Sharaf DG,18.5,AED,2024-09-26,pos
ORD-2024-00745,Home Centre,14475.75,USD,2024-09-17,link
ORD-2024-00746,Carrefour Marina,1506,AED,2024-09-21,app
ORD-2024-00747,Noon Retail,4775.5,AED,2024-09-15,link
ORD-2024-00748,Sharaf DG,432.1,AED,2024-09-03,link
ORD-2024-00749,Lulu Hypermarket,6054.49,USD,2024-09-11,web
ORD-2024-00750,Jumbo Electronics,49.99,AED,2024-09-29,pos
ORD-2024-00751,Zara Home Dubai,2761.25,AED,2024-09-03,pos
ORD-2024-00752,Müller & Co,3913.95,AED,2024-09-29,app
ORD-2024-00753,Home Centre,7608.49,AED,2024-09-28,link
ORD-2024-00754,Émile Boutique,108.49,AED,2024-09-10,app
ORD-2024-00755,Jumbo Electronics,675.95,SAR,2024-09-18,link
ORD-2024-00756,Café Bateel,6668.49,USD,2024-09-16,app
ORD-2024-00757,Zara Home Dubai,160.95,AED,2024-09-28,link
ORD-2024-00758,Carrefour Marina,2886.95,EUR,2024-09-28,link
ORD-2024-00759,Müller & Co,2835.75,AED,2024-09-03,app
ORD-2024-00760,Café Bateel,169.1,USD,2024-09-19,app
ORD-2024-00761,Zara Home Dubai,9628.5,AED,2024-09-24,link
ORD-2024-00762,Noon Retail,180.05,USD,2024-09-19,pos
ORD-2024-00763,Home Centre,103.95,AED,2024-09-23,link
ORD-2024-00764,Home Centre,9271.1,AED,2024-09-15,pos
ORD-2024-00765,Spinneys Motor City,2164.5,AED,2024-09-02,link
ORD-2024-00766,Café Bateel,167.99,SAR,2024-09-17,web
ORD-2024-00767,Émile Boutique,166.49,USD,2024-09-25,pos
ORD-2024-00768,Al Futtaim Trading,11672,USD,2024-09-12,link
ORD-2024-00769,Lulu Hypermarket,1138.5,USD,2024-09-23,app
ORD-2024-00770,Al Maya Group,97.99,AED,2024-09-18,pos
ORD-2024-00771,Home Centre,464,AED,2024-09-25,link
ORD-2024-00772,Noon Retail,1149.49,AED,2024-09-16,web
ORD-2024-00773,Al Maya Group,9081,AED,2024-09-08,web
ORD-2024-00774,Zara Home Dubai,344.25,AED,2024-09-19,web
ORD-2024-00775,Spinneys Motor City,53.1,SAR,2024-09-04,pos
ORD-2024-00776,Zara Home Dubai,68.25,AED,2024-09-17,web
ORD-2024-00777,Spinneys Motor City,2214.5,AED,2024-09-20,web
ORD-2024-00778,Spinneys Motor City,8941,AED,2024-09-16,web
ORD-2024-00779,Kibsons,5984.75,SAR,2024-09-10,app
ORD-2024-00780,Noon Retail,79.25,AED,2024-09-04,web
ORD-2024-00781,Al Maya Group,9258,AED,2024-09-08,web
ORD-2024-00782,Sharaf DG,60.1,USD,2024-09-25,pos
ORD-2024-00783,Kibsons,1055.75,AED,2024-09-25,link
ORD-2024-00784,Café Bateel,165.5,USD,2024-09-27,web
ORD-2024-00785,Émile Boutique,82.05,AED,2024-09-08,pos
ORD-2024-00786,Spinneys Motor City,9530.1,AED,2024-09-05,link
ORD-2024-00787,Home Centre,99,AED,2024-09-22,pos
ORD-2024-00788,Nando's JLT,5516.99,AED,2024-09-25,web
ORD-2024-00789,Émile Boutique,28.95,AED,2024-09-28,pos
ORD-2024-00790,Nando's JLT,11033.05,USD,2024-09-10,web
ORD-2024-00791,Kibsons,2008.05,AED,2024-09-11,app
ORD-2024-00792,Émile Boutique,254,AED,2024-09-09,web
ORD-2024-00793,Spinneys Motor City,94.99,AED,2024-09-21,app
ORD-2024-00794,Lulu Hypermarket,14.49,AED,2024-09-30,link
ORD-2024-00795,Nando's JLT,3046.75,AED,2024-09-02,link
ORD-2024-00796,Sharaf DG,1397.49,AED,2024-09-03,link
ORD-2024-00797,Noon Retail,165.99,AED,2024-09-06,pos
ORD-2024-00798,Al Maya Group,14152.99,AED,2024-09-06,app
ORD-2024-00799,Al Maya Group,134,AED,2024-09-11,link
ORD-2024-00800,Spinneys Motor City,2060,AED,2024-09-05,link
ORD-2024-00801,Al Maya Group,110.49,USD,2024-09-11,app
ORD-2024-00802,Émile Boutique,8760.49,AED,2024-09-21,pos
